,spmax_l,j_dz_e_,nhm,f01[n_n],f04[c_n],nssssc,ncb_,c%,ncp,no,f03[c_n],sdssc,hywi_b_m_,loc,sm6_l,f03[c_o],me,mi,nn_n,narno2,ncrx3,spposa_b_p_,ncir,b01[c_br],b03[c_cl],n_073,spmax_a,psi_i_1d,b04[c_br],sdo,ti2_l,ncrt,c_026,f02[c_n],nhdon,spmax_b_m_,psi_i_a,nn,sm6_b_m_,narcoor,nx
0,-1.5791158143170385,-0.45543612657936644,-0.4899905071022063,-0.16661051523224674,-0.4201088031020921,-0.27012032396993313,-0.7400346888453457,-0.6184767802314404,0.3176419535812702,-1.015971829753426,-0.46107211050255253,0.2561238767325282,-0.6348430268164925,1.525484192688392,-1.0072182736869666,-0.8144792985138665,-1.1464276130872715,0.36140578507126275,-0.08379825214495254,-0.23288009362704196,-0.1347900788944369,-0.3910924851349805,-0.293552209361802,-0.2035232354733767,-0.41636721821251305,-0.1567558748302278,-1.2543192691734522,0.07679989617026924,-0.16503948869664517,-0.738112957007754,0.8683819604545465,-0.20162465094090912,-0.5810136244701776,-0.5606354420779652,-0.7646200034051729,-0.9696254952661302,-1.5050869218516856,-0.6293681478302007,-1.108298764121339,-0.16046904360267072,-0.32297019779498687
1,-1.1201787382783186,-1.1489214325757937,-0.4899905071022063,-0.16661051523224674,-0.4201088031020921,-0.27012032396993313,-0.7400346888453457,-0.6840902352210495,-0.19164719691757484,-0.45272943333205734,-0.46107211050255253,0.2561238767325282,-1.7390113344357385,0.053785511767151205,-1.3076454638311272,-0.5901253403070442,-0.5226954791041785,0.4277562772404397,-0.08379825214495254,-0.23288009362704196,-0.1347900788944369,-1.3966311381244811,-0.08472039487987272,-0.2035232354733767,-0.41636721821251305,-0.1567558748302278,-0.007255779304772132,-1.276010265266503,-0.16503948869664517,-0.738112957007754,-0.5372222525574943,-0.20162465094090912,-0.5810136244701776,-0.5606354420779652,-0.7646200034051729,-0.6034798546828903,-0.9201141060181265,-0.6293681478302007,-1.105078116823969,-0.16046904360267072,-0.32297019779498687
2,-1.5553461649604507,0.21856182129539128,-0.4899905071022063,-0.16661051523224674,-0.4201088031020921,-0.27012032396993313,-0.7400346888453457,-1.1324488443167136,0.3176419535812702,1.236997755932048,-0.46107211050255253,0.2561238767325282,-0.3386862559356724,1.5700040317828117,-0.8909238775021321,-0.8144792985138665,-0.09253538670204696,0.6931582459171473,-0.08379825214495254,-0.23288009362704196,-0.1347900788944369,-1.5210276725149354,-0.293552209361802,-0.2035232354733767,-0.41636721821251305,-0.1567558748302278,-1.2100971596036407,-0.04275076925902694,-0.16503948869664517,-0.738112957007754,1.0601203023720356,-0.20162465094090912,-0.5810136244701776,-0.5606354420779652,0.030916587908887624,-0.8425749587795959,-0.22001366153647306,-0.6293681478302007,-0.8281024492502307,-0.16046904360267072,-0.32297019779498687
3,-3.2594471803711533,-0.43270087543741953,-0.4899905071022063,-0.16661051523224674,-0.4201088031020921,-0.27012032396993313,-0.7400346888453457,-1.8651324250340178,-0.7009363474164199,0.1105129630893111,-0.46107211050255253,0.2561238767325282,-2.3570032089327113,-0.5504123045142573,-3.6001525886229344,-0.8144792985138665,2.0367570706884965,1.1907869371859703,-0.08379825214495254,-0.23288009362704196,-0.1347900788944369,-2.2259413673941753,-0.293552209361802,-0.2035232354733767,-0.41636721821251305,-0.1567558748302278,-3.5450245448896784,6.75905287963935,-0.16503948869664517,-0.03526511937051493,-0.6369071119126067,-0.20162465094090912,-0.5810136244701776,-0.5606354420779652,0.030916587908887624,-0.8725868965323202,3.798562889788218,-0.6293681478302007,-1.5616048712260326,-0.16046904360267072,-0.32297019779498687
4,-0.9995020569294906,0.39082044370421776,-0.4899905071022063,-0.16661051523224674,-0.4201088031020921,-0.27012032396993313,-0.7400346888453457,-0.8371882968634715,0.3176419535812702,1.236997755932048,-0.46107211050255253,-0.09597856532532348,-0.04766515160191797,1.783699259436026,-0.44082149226823175,-0.36577138210022203,-0.2000754098025822,0.5272820154942013,-0.08379825214495254,-0.23288009362704196,-0.1347900788944369,-1.0545406685507335,-0.293552209361802,-0.2035232354733767,-0.41636721821251305,-0.1567558748302278,-1.0199420884534514,-0.00499792754451236,-0.16503948869664517,0.13176737116712325,1.3925621539055923,-0.20162465094090912,-0.5810136244701776,-0.5606354420779652,-0.7646200034051729,-0.5674655293796204,-0.2386830067226505,-0.6293681478302007,-0.5044273958646405,-0.16046904360267072,-0.32297019779498687
5,-0.9995020569294906,0.4319604219610741,-0.4899905071022063,-0.16661051523224674,-0.4201088031020921,-0.27012032396993313,-0.7400346888453457,-0.9246729035162837,0.3176419535812702,1.236997755932048,-0.46107211050255253,-0.10117564934093753,-0.28048203506892105,1.4898683214128563,-0.5969574871460199,-0.5901253403070442,0.015004636398483526,0.5936325076633783,-0.08379825214495254,-0.23288009362704196,-0.1347900788944369,-1.2411354701364148,-0.293552209361802,-0.2035232354733767,-0.41636721821251305,-0.1567558748302278,-1.0420531432383575,-0.04275076925902694,-0.16503948869664517,0.1257148601863936,0.9909609501878669,-0.20162465094090912,-0.5810136244701776,-0.5606354420779652,-0.7646200034051729,-0.5674655293796204,-0.0037604131299174915,-0.6293681478302007,-0.5841384164745248,-0.16046904360267072,-0.32297019779498687
6,0.3974219514114705,2.3794933107871197,0.19379254183010544,-0.16661051523224674,-0.4201088031020921,-0.27012032396993313,-0.7400346888453457,-2.838398674046556,-0.7009363474164199,0.6737553595106796,-0.46107211050255253,0.2561238767325282,-1.0354250174876614,-0.7997234034430069,-0.30191429682523213,-0.8144792985138665,1.6926289967667962,0.726333492001732,-0.08379825214495254,-0.23288009362704196,-0.1347900788944369,-1.1789372029411878,-0.293552209361802,-0.2035232354733767,-0.41636721821251305,-0.1567558748302278,-0.9536089240987347,2.8138809204725765,-0.16503948869664517,0.8065382828659773,-0.8911273513206209,-0.20162465094090912,-0.5810136244701776,-0.5606354420779652,0.030916587908887624,0.7940760466689833,3.149803144568553,-0.6293681478302007,0.5422829757803017,-0.16046904360267072,-0.32297019779498687
7,-0.471084467386902,0.9149341433098431,-0.4899905071022063,-0.16661051523224674,-0.4201088031020921,-0.27012032396993313,-0.7400346888453457,-0.596605628568237,0.8269311040801152,0.1105129630893111,-0.46107211050255253,0.2054523075802912,-0.1007337059216021,1.4211805696671806,-0.16300710138223437,0.30729049252024465,-0.71626752068514,0.36140578507126275,-0.08379825214495254,-0.23288009362704196,-0.1347900788944369,-0.6191527981841441,-0.293552209361802,-0.2035232354733767,-0.41636721821251305,-0.1567558748302278,-0.42736582021797875,-0.00499792754451236,-0.16503948869664517,0.1962434256423969,0.5822053307269508,-0.20162465094090912,-0.5810136244701776,-0.5606354420779652,-0.7646200034051729,-0.5394543874770783,-0.6462970432875237,-0.6293681478302007,-0.5471009725547804,-0.16046904360267072,-0.32297019779498687
8,-0.34126561320861937,0.009854621658999429,-0.4899905071022063,-0.16661051523224674,-0.4201088031020921,-0.27012032396993313,0.1589136090612055,0.8031480778767621,0.3176419535812702,-1.015971829753426,-0.46107211050255253,0.2561238767325282,-0.8676599102834964,-0.6051081068302584,-0.4278998926921384,-0.8144792985138665,-0.9743635761264189,-0.534325859212629,-0.08379825214495254,-0.23288009362704196,-0.1347900788944369,0.92543750383066,-0.08472039487987272,-0.2035232354733767,-0.41636721821251305,-0.1567558748302278,-0.179722006627037,0.2655641047428421,-0.16503948869664517,-0.738112957007754,-0.762824828992749,-0.20162465094090912,-0.5810136244701776,-0.5606354420779652,-0.7646200034051729,-0.2923560999796453,-0.9979030442938658,-0.6293681478302007,-0.5559577526225454,-0.16046904360267072,-0.32297019779498687
9,0.4705593340471231,0.6516142239991448,-0.4899905071022063,-0.16661051523224674,0.00853219039182198,-0.27012032396993313,0.1589136090612055,0.45320965126551277,-0.7009363474164199,1.236997755932048,0.5015223682181459,-1.419935718303002,0.010539069264833374,-0.11793386759703856,0.23863928544131785,0.9803523671407114,1.1979448905043426,-0.1362229061975676,-0.08379825214495254,2.91697245479,-0.1347900788944369,-0.4118252408667206,-0.08472039487987272,-0.2035232354733767,-0.41636721821251305,-0.1567558748302278,0.4747652150061714,0.039047054455754654,-0.16503948869664517,1.8643827020535164,-0.45661583518422155,-0.20162465094090912,0.07667883670582815,0.3188744335982479,0.030916587908887624,-0.030251843605851217,1.46489474151604,0.2877359902372879,0.061601366647970536,-0.16046904360267072,-0.32297019779498687
